Abcc4
Klc1
Lca5
Lima1
Limk2
Lrba
Lrrc23
Lrrc34
Lrrc45
Lrrc56
Lrrc6
Lrrk2
Luzp1
Lztfl1
Macf1
Magi2
Mak
Mal
Map1lc3a
Mapk1
Mapk15
Mapk3
Mapkap1
Mapre1
7-Mar
Mark4
Mas1
Mchr1
Mcidas
Mcm2
Mcrs1
Mdm1
Mib1
Mir182
Mir183
Mir34b
Mir34c
Mkks
Mks1
Mlf1
Mmp21
Mns1
Mok
Morn5
Mphosph9
Mtor
Myb
Myh10
Myo15
Myo3b
Myo5a
Myo7a
Nde1
Nedd9
Nek1
Nek10
Nek2
Nek3
Nek4
Nek8
Neurl4
Nfe2l2
Ngfr
Nin
Ninl
Nme3
Nme5
Nme7
Nme8
Notch1
Noto
Nphp1
Nphp3
Nphp4
Npy2r
Npy5r
Nr1h4
Nudc
Nudt16l1
Numb
Nup205
Nup214
Nup35
Nup37
Nup62
Nup93
Nup98
Ocrl
Odf2
Ofd1
Onecut1
Opn1mw
Opn1sw
Oprl1
Orc1
P2ry14
Pacrg
Pacsin1
Pacsin2
Pafah1b1
Pard3
Pard6a
Pcdh15
Pcm1
Pcnt
Pde4c
Pde6a
Pde6b
Pde6d
Pde6g
Pdzd7
Pibf1
Pifo
Hcst
Pik3c2a
Pik3r4
Pkd1
Pkd1l1
Pkd2
Pkd2l1
Pkhd1
Pla2g3
Plk1
Plk4
Poc1a
Poc1b
Poc5
Pomk
Ppara
Ppp1r42
Ppp5c
Pqbp1
Prdx1
Prickle1
Prickle2
Prickle3
Prkaca
Prom1
Prpf31
Prpf6
Prpf8
Prph2
Ptch1
Ptger4
Ptk2
Ptpdc1
Ptpn11
Qrfpr
Rab10
Rab11a
Rab11fip3
Rab17
Rab23
Rab28
Rab29
Rab34
Rab3ip
Rab8a
Rabep2
Rabl2
Ran
Ranbp1
Rcan2
Rcsd1
Rfx2
Rfx3
Rfx4
Rfx7
Rho
Rilpl1
Rilpl2
Fam65b
Rom1
Ropn1l
Rp1
Rp1l1
Rp2
Rpgr
Rpgrip1
Rpgrip1l
Rrp7a
Rsph1
Rsph3a
Rsph4a
Rsph6a
Rsph9
Rttn
Ruvbl1
Ruvbl2
Sall1
Sass6
Saxo1
Scaper
Sclt1
Sdccag8
Senp3
2-Sep
6-Sep
7-Sep
Shh
Siah2
Sirt2
Slc47a1
Slc9a3r1
Smad2
Smad3
Smo
Snap25
Snap29
Snx10
Snx17
Spa17
Spag1
Spag16
Spag17
Spag6
Spata7
Spef1
Spef2
Srebf1
Srgap3
Ssna1
Sstr3
Ssx2ip
Stil
Stk11
Stk36
Stk38l
Stoml3
Stub1
Stx3
Sufu
Syne1
Syne2
Tapt1
Wwtr1
Tbc1d30
Tbc1d32
Tbc1d7
Tbccd1
Tchp
Tctex1d2
Tctn1
Tctn2
Tctn3
Tekt1
Tekt2
Tekt4
Tekt5
Tesk1
Tgfbr1
Tgfbr2
Tgfb1
Tmem107
Tmem138
Tmem17
Tmem216
Tmem231
Tmem237
Tmem67
Tnpo1
Fam179b
Topors
Trp73
Tppp2
Tpra1
Traf3ip1
Trappc10
Trappc3
Trappc9
Trim32
Trip11
Trpv4
Trrap
Tsc1
Tsc2
Tsga10
Ttbk2
Ttc12
Ttc17
Ttc21b
Ttc23
Ttc25
Ttc26
Ttc29
Ttc30a1
Ttc30b
Ttc6
Ttc8
Ttk
Ttll1
Ttll3
Ttll5
Ttll6
Ttll8
Ttll9
Tub
Tuba1a
Tuba1c
Tuba4a
Tubb2a
Tubb2b
Tubb3
Tubb4b
Tube1
Tubgcp2
Tubgcp3
Tubgcp4
Tubgcp5
Tubgcp6
Tulp1
Tulp3
Txndc15
Ubr5
Ubxn10
Ulk4
Umod
Ush1c
Ush1g
Ush2a
Usp14
Usp8
Usp9x
Vangl2
Vcp
Vdac3
Vhl
Vps45
Vps4a
Wasf3
Wdpcp
Wdr11
Wdr19
Wdr34
Wdr35
Wdr44
Wdr5
Wdr60
Wdr62
Wdr63
Wdr66
Wdr78
Wdr90
Wdr92
Whrn
Wrap73
Xpnpep3
Yap1
Yif1b
Zic2
Zmynd10
Zfp423
Abca4
Ace
Actl7a
Adam15
Ak1
Ak2
Akap3
Akap4
Aldoa
App
Rab27a
Atp1a1
Atp1b1
Atp1b3
Atp2b2
Bsg
Calcr
Capzb
Cask
Cbl
Ccr6
Cct4
Cct8
Cd24a
Cdc45
Cnga3
Csnk2b
Ctsh
Dctn1
Dcx
Ddx6
Dld
Dnah8
Slc26a3
Opn3
Eps15
Esr2
Gapdhs
Gnat2
Gnb5
Gngt1
Gpi1
Gpr19
Gstm5
Cfap20
Guca1a
Guca2b
Gucy2d
Gucy2e
Hk1
Inha
Kif5a
Kif5c
Kifap3
Klc2
Ldha
Ldhc
Phyh
Anxa1
Lyar
Mertk
Met
Map1a
Map1b
Map4
Mapt
Myoc
Nedd1
Notch2
Odf1
Sqstm1
P2ry1
Pde1c
Pdgfra
Pfkm
Pgk2
Pkm
Prkacb
Prkca
4-Sep
Prkar1a
Prkar2a
Prkar2b
Prph
Psen1
Psen2
Psmb4
Ptgs1
Ptprk
Rac1
Rgs9
Pdc
Rrh
Sag
Scnn1a
Sord
Tacr1
Tacr2
Tacr3
Hnf1a
Tcp11
Tcte1
Tcte3
Tiam1
Tssk1
Tuba3a
Tubb4a
Ezr
Vipr2
Cd52
Pin1
Ceacam1
Cetn1
Nubp1
Nubp2
Cul3
Cntrl
Atp1a4
Plekhb1
Cngb3
Spag6l
Odf2l
D1Ertd622e
Oaz3
9-Sep
Dnal4
Abhd2
Ccdc120
Cacna1f
Stard10
Gabarap
Cib2
Rapgef4
Pmfbp1
Tulp2
Tas2r108
Rgr
Shank3
Tbata
Efcab1
Tex40
Txndc8
Map1lc3b
Ttll4
Ppp1r32
Spata6
Fam166a
Efcab2
Dcdc2c
Lyzl4
Spata4
Glipr1l1
Odf3
Efcab9
1700001L19Rik
1700012B09Rik
Cfap206
Lyzl6
1700029J07Rik
Spaca9
Ttll7
Ccdc178
Cabs1
Tekt3
12-Sep
Tssk4
Cabyr
Dlg5
Fsip1
Tmem80
Tcp11x2
1600002H07Rik
Tbcc
1700040L02Rik
Slc25a31
Ccsap
Rnf38
Spata18
Atp6v1d
Rd3
Atg7
Cltb
Efhc2
Ttll11
Gle1
Slc9b1
Arl13a
Ptchd3
Wbp2nl
Iqca
Fam183b
Spaca3
Ccdc172
Iqcd
Ropn1
Sun5
Spatc1l
Catsperg2
Catsper3
Atg16l1
Dnhd1
Cst11
Tsga10ip
Pde6h
Agbl4
Pramel1
Csnk1a1
Pcdhb16
Pcdhb22
Slc9b2
Arfgef2
Akap9
Enkd1
Tubg1
4930427A07Rik
Ptpn23
Catsperd
Unc119b
Ffar4
Guca1b
Ccdc88a
Als2cr12
Hyal3
Tpgs1
Dnah12
Erc1
Strc
Cdhr1
Arr3
Slc26a6
Prom2
Cetn4
Slc9c1
Daam1
Shank2
Cfap44
Catsper2
Best2
Zbbx
Txndc2
Iqub
Qrich2
Ankmy2
Fam161b
Sntn
Fam49b
Mroh2b
Pex6
Catsper1
Eno4
Prlhr
C130074G19Rik
Cerkl
Ambra1
Nupl2
Elmod3
Arhgap35
Klc3
Cep126
Npffr1
Tctex1d4
Gnat3
Rgs9bp
Ccdc113
Phlpp2
Myrip
Pgr15l
Spag4
Apoa1bp
Odf4
Tspear
Gpr157
Ttll13
Catsperb
Vps13a
Adcy10
Agbl2
Rilp
Fbxl13
Adrbk2
Fam179a
Catsperg1
Casc1
Catsper4
Ttll10
Ccdc63
Saxo2
Aldoart1
Oxct2b
Slirp
Ccdc68
Atp2b4
Dfnb59
Dnah3
6430531B16Rik
Lca5l
Grxcr1
Akap14
Cfap73
Ttc30a2
Fscb
Dnah7a
Gm7068
Sptbn5
Kncn
Rsph3b
Gm11744
Dnah7c
Ttll2
Ccdc170
Atg14
